,end,val,accn,fy,fp,form,filed,frame,ticker
8313,2012-12-31,47153000000,0001193125-13-160892,2013.0,Q1,10-Q,2013-04-18,,UNP
8314,2012-12-31,47153000000,0001193125-13-295099,2013.0,Q2,10-Q,2013-07-19,,UNP
8315,2012-12-31,47153000000,0001193125-13-402477,2013.0,Q3,10-Q,2013-10-17,,UNP
8316,2012-12-31,47153000000,0001193125-14-040752,2013.0,FY,10-K,2014-02-07,CY2012Q4I,UNP
8317,2013-03-31,48561000000,0001193125-13-160892,2013.0,Q1,10-Q,2013-04-18,CY2013Q1I,UNP
8318,2013-06-30,49026000000,0001193125-13-295099,2013.0,Q2,10-Q,2013-07-19,CY2013Q2I,UNP
8319,2013-09-30,48958000000,0001193125-13-402477,2013.0,Q3,10-Q,2013-10-17,CY2013Q3I,UNP
8320,2013-12-31,49731000000,0001193125-14-040752,2013.0,FY,10-K,2014-02-07,,UNP
8321,2013-12-31,49731000000,0001193125-14-147564,2014.0,Q1,10-Q,2014-04-17,,UNP
8322,2013-12-31,49731000000,0001193125-14-280047,2014.0,Q2,10-Q,2014-07-25,,UNP
8323,2013-12-31,49731000000,0001193125-14-380042,2014.0,Q3,10-Q,2014-10-23,,UNP
8324,2013-12-31,49731000000,0001193125-15-037518,2014.0,FY,10-K,2015-02-06,CY2013Q4I,UNP
8325,2014-03-31,50898000000,0001193125-14-147564,2014.0,Q1,10-Q,2014-04-17,CY2014Q1I,UNP
8326,2014-06-30,51562000000,0001193125-14-280047,2014.0,Q2,10-Q,2014-07-25,CY2014Q2I,UNP
8327,2014-09-30,52568000000,0001193125-14-380042,2014.0,Q3,10-Q,2014-10-23,CY2014Q3I,UNP
8328,2014-12-31,52716000000,0001193125-15-037518,2014.0,FY,10-K,2015-02-06,,UNP
8329,2014-12-31,52716000000,0000100885-15-000090,2015.0,Q1,10-Q,2015-04-23,,UNP
8330,2014-12-31,52716000000,0000100885-15-000143,2015.0,Q2,10-Q,2015-07-24,,UNP
8331,2014-12-31,52716000000,0000100885-15-000190,2015.0,Q3,10-Q,2015-10-22,,UNP
8332,2014-12-31,52372000000,0000100885-16-000260,2015.0,FY,10-K,2016-02-05,CY2014Q4I,UNP
8333,2015-03-31,53145000000,0000100885-15-000090,2015.0,Q1,10-Q,2015-04-23,CY2015Q1I,UNP
8334,2015-06-30,54177000000,0000100885-15-000143,2015.0,Q2,10-Q,2015-07-24,CY2015Q2I,UNP
8335,2015-09-30,53763000000,0000100885-15-000190,2015.0,Q3,10-Q,2015-10-22,CY2015Q3I,UNP
8336,2015-12-31,54600000000,0000100885-16-000260,2015.0,FY,10-K,2016-02-05,,UNP
8337,2015-12-31,54600000000,0000100885-16-000339,2016.0,Q1,10-Q,2016-04-21,,UNP
8338,2015-12-31,54600000000,0000100885-16-000400,2016.0,Q2,10-Q,2016-07-21,,UNP
8339,2015-12-31,54600000000,0000100885-16-000454,2016.0,Q3,10-Q,2016-10-20,,UNP
8340,2015-12-31,54600000000,0000100885-17-000056,2016.0,FY,10-K,2017-02-03,CY2015Q4I,UNP
8341,2016-03-31,55772000000,0000100885-16-000339,2016.0,Q1,10-Q,2016-04-21,CY2016Q1I,UNP
8342,2016-06-30,55690000000,0000100885-16-000400,2016.0,Q2,10-Q,2016-07-21,CY2016Q2I,UNP
8343,2016-09-30,56305000000,0000100885-16-000454,2016.0,Q3,10-Q,2016-10-20,CY2016Q3I,UNP
8344,2016-12-31,55718000000,0000100885-17-000056,2016.0,FY,10-K,2017-02-03,,UNP
8345,2016-12-31,55718000000,0000100885-17-000114,2017.0,Q1,10-Q,2017-04-27,,UNP
8346,2016-12-31,55718000000,0000100885-17-000173,2017.0,Q2,10-Q,2017-07-20,,UNP
8347,2016-12-31,55718000000,0000100885-17-000245,2017.0,Q3,10-Q,2017-10-26,,UNP
8348,2016-12-31,55718000000,0000100885-18-000048,2017.0,FY,10-K,2018-02-09,CY2016Q4I,UNP
8349,2017-03-31,55900000000,0000100885-17-000114,2017.0,Q1,10-Q,2017-04-27,CY2017Q1I,UNP
8350,2017-06-30,56478000000,0000100885-17-000173,2017.0,Q2,10-Q,2017-07-20,CY2017Q2I,UNP
8351,2017-09-30,57397000000,0000100885-17-000245,2017.0,Q3,10-Q,2017-10-26,CY2017Q3I,UNP
8352,2017-12-31,57806000000,0000100885-18-000048,2017.0,FY,10-K,2018-02-09,,UNP
8353,2017-12-31,57806000000,0000100885-18-000125,2018.0,Q1,10-Q,2018-04-26,,UNP
8354,2017-12-31,57806000000,0000100885-18-000184,2018.0,Q2,10-Q,2018-07-19,,UNP
8355,2017-12-31,57806000000,0000100885-18-000268,2018.0,Q3,10-Q,2018-10-25,,UNP
8356,2017-12-31,57806000000,0000100885-19-000060,2018.0,FY,10-K,2019-02-08,CY2017Q4I,UNP
8357,2018-03-31,57789000000,0000100885-18-000125,2018.0,Q1,10-Q,2018-04-26,CY2018Q1I,UNP
8358,2018-06-30,58689000000,0000100885-18-000184,2018.0,Q2,10-Q,2018-07-19,CY2018Q2I,UNP
8359,2018-09-30,59312000000,0000100885-18-000268,2018.0,Q3,10-Q,2018-10-25,CY2018Q3I,UNP
8360,2018-12-31,59147000000,0000100885-19-000060,2018.0,FY,10-K,2019-02-08,,UNP
8361,2018-12-31,59147000000,0000100885-19-000129,2019.0,Q1,10-Q,2019-04-18,,UNP
8362,2018-12-31,59147000000,0000100885-19-000196,2019.0,Q2,10-Q,2019-07-18,,UNP
8363,2018-12-31,59147000000,0000100885-19-000256,2019.0,Q3,10-Q,2019-10-17,,UNP
8364,2018-12-31,59147000000,0000100885-20-000065,2019.0,FY,10-K,2020-02-07,CY2018Q4I,UNP
8365,2019-03-31,61319000000,0000100885-19-000129,2019.0,Q1,10-Q,2019-04-18,CY2019Q1I,UNP
8366,2019-06-30,61708000000,0000100885-19-000196,2019.0,Q2,10-Q,2019-07-18,CY2019Q2I,UNP
8367,2019-09-30,61978000000,0000100885-19-000256,2019.0,Q3,10-Q,2019-10-17,CY2019Q3I,UNP
8368,2019-12-31,61673000000,0000100885-20-000065,2019.0,FY,10-K,2020-02-07,,UNP
8369,2019-12-31,61673000000,0000100885-20-000143,2020.0,Q1,10-Q,2020-04-23,,UNP
8370,2019-12-31,61673000000,0000100885-20-000221,2020.0,Q2,10-Q,2020-07-23,,UNP
8371,2019-12-31,61673000000,0000100885-20-000304,2020.0,Q3,10-Q,2020-10-22,,UNP
8372,2019-12-31,61673000000,0000100885-21-000068,2020.0,FY,10-K,2021-02-05,CY2019Q4I,UNP
8373,2020-03-31,62216000000,0000100885-20-000143,2020.0,Q1,10-Q,2020-04-23,CY2020Q1I,UNP
8374,2020-06-30,63555000000,0000100885-20-000221,2020.0,Q2,10-Q,2020-07-23,CY2020Q2I,UNP
8375,2020-09-30,63714000000,0000100885-20-000304,2020.0,Q3,10-Q,2020-10-22,CY2020Q3I,UNP
8376,2020-12-31,62398000000,0000100885-21-000068,2020.0,FY,10-K,2021-02-05,,UNP
8377,2020-12-31,62398000000,0000100885-21-000162,2021.0,Q1,10-Q,2021-04-22,,UNP
8378,2020-12-31,62398000000,0000100885-21-000250,2021.0,Q2,10-Q,2021-07-22,,UNP
8379,2020-12-31,62398000000,0000100885-21-000353,2021.0,Q3,10-Q,2021-10-21,,UNP
8380,2020-12-31,62398000000,0001437749-22-002494,2021.0,FY,10-K,2022-02-04,CY2020Q4I,UNP
8381,2021-03-31,61793000000,0000100885-21-000162,2021.0,Q1,10-Q,2021-04-22,CY2021Q1I,UNP
8382,2021-06-30,62073000000,0000100885-21-000250,2021.0,Q2,10-Q,2021-07-22,CY2021Q2I,UNP
8383,2021-09-30,62360000000,0000100885-21-000353,2021.0,Q3,10-Q,2021-10-21,CY2021Q3I,UNP
8384,2021-12-31,63525000000,0001437749-22-002494,2021.0,FY,10-K,2022-02-04,,UNP
8385,2021-12-31,63525000000,0001437749-22-009414,2022.0,Q1,10-Q,2022-04-21,,UNP
8386,2021-12-31,63525000000,0001437749-22-017515,2022.0,Q2,10-Q,2022-07-21,,UNP
8387,2021-12-31,63525000000,0001437749-22-024458,2022.0,Q3,10-Q,2022-10-20,,UNP
8388,2021-12-31,63525000000,0001437749-23-002959,2022.0,FY,10-K,2023-02-10,CY2021Q4I,UNP
8389,2022-03-31,64051000000,0001437749-22-009414,2022.0,Q1,10-Q,2022-04-21,CY2022Q1I,UNP
8390,2022-06-30,64440000000,0001437749-22-017515,2022.0,Q2,10-Q,2022-07-21,CY2022Q2I,UNP
8391,2022-09-30,65343000000,0001437749-22-024458,2022.0,Q3,10-Q,2022-10-20,CY2022Q3I,UNP
8392,2022-12-31,65449000000,0001437749-23-002959,2022.0,FY,10-K,2023-02-10,,UNP
8393,2022-12-31,65449000000,0001437749-23-010730,2023.0,Q1,10-Q,2023-04-20,,UNP
8394,2022-12-31,65449000000,0001437749-23-020699,2023.0,Q2,10-Q,2023-07-26,,UNP
8395,2022-12-31,65449000000,0001437749-23-028607,2023.0,Q3,10-Q,2023-10-19,,UNP
8396,2022-12-31,65449000000,0001437749-24-003599,2023.0,FY,10-K,2024-02-09,CY2022Q4I,UNP
8397,2023-03-31,65968000000,0001437749-23-010730,2023.0,Q1,10-Q,2023-04-20,CY2023Q1I,UNP
8398,2023-06-30,66033000000,0001437749-23-020699,2023.0,Q2,10-Q,2023-07-26,CY2023Q2I,UNP
8399,2023-09-30,66540000000,0001437749-23-028607,2023.0,Q3,10-Q,2023-10-19,CY2023Q3I,UNP
8400,2023-12-31,67132000000,0001437749-24-003599,2023.0,FY,10-K,2024-02-09,,UNP
8401,2023-12-31,67132000000,0001437749-24-013206,2024.0,Q1,10-Q,2024-04-25,CY2023Q4I,UNP
8402,2024-03-31,67266000000,0001437749-24-013206,2024.0,Q1,10-Q,2024-04-25,CY2024Q1I,UNP
8403,2009-12-31,1834224000,0001104659-10-041943,2010.0,Q2,10-Q,2010-08-04,,BKNG
8404,2009-12-31,1834224000,0001104659-10-057295,2010.0,Q3,10-Q,2010-11-09,,BKNG
8405,2009-12-31,1834224000,0001104659-11-010302,2010.0,FY,10-K,2011-02-25,CY2009Q4I,BKNG
8406,2010-06-30,2445739000,0001104659-10-041943,2010.0,Q2,10-Q,2010-08-04,CY2010Q2I,BKNG
8407,2010-09-30,2746545000,0001104659-10-057295,2010.0,Q3,10-Q,2010-11-09,CY2010Q3I,BKNG
8408,2010-12-31,2905953000,0001104659-11-010302,2010.0,FY,10-K,2011-02-25,,BKNG
8409,2010-12-31,2905953000,0001104659-11-026854,2011.0,Q1,10-Q,2011-05-06,,BKNG
8410,2010-12-31,2905953000,0001104659-11-044272,2011.0,Q2,10-Q,2011-08-05,,BKNG
8411,2010-12-31,2905953000,0001104659-11-061672,2011.0,Q3,10-Q,2011-11-07,,BKNG
8412,2010-12-31,2905953000,0001075531-12-000005,2011.0,FY,10-K,2012-02-27,CY2010Q4I,BKNG
8413,2011-03-31,3065351000,0001104659-11-026854,2011.0,Q1,10-Q,2011-05-06,CY2011Q1I,BKNG
8414,2011-06-30,3360075000,0001104659-11-044272,2011.0,Q2,10-Q,2011-08-05,CY2011Q2I,BKNG
8415,2011-09-30,3815573000,0001104659-11-061672,2011.0,Q3,10-Q,2011-11-07,CY2011Q3I,BKNG
8416,2011-12-31,3970671000,0001075531-12-000005,2011.0,FY,10-K,2012-02-27,,BKNG
8417,2011-12-31,3970671000,0001075531-12-000025,2012.0,Q1,10-Q,2012-05-09,,BKNG
8418,2011-12-31,3970671000,0001075531-12-000035,2012.0,Q2,10-Q,2012-08-07,,BKNG
8419,2011-12-31,3970671000,0001075531-12-000046,2012.0,Q3,10-Q,2012-11-01,,BKNG
8420,2011-12-31,3970671000,0001075531-13-000011,2012.0,FY,10-K,2013-02-27,,BKNG
8421,2011-12-31,3970671000,0001075531-13-000014,2012.0,FY,10-K/A,2013-02-27,CY2011Q4I,BKNG
8422,2012-03-31,5092827000,0001075531-12-000025,2012.0,Q1,10-Q,2012-05-09,CY2012Q1I,BKNG
8423,2012-06-30,5428806000,0001075531-12-000035,2012.0,Q2,10-Q,2012-08-07,CY2012Q2I,BKNG
8424,2012-09-30,6217809000,0001075531-12-000046,2012.0,Q3,10-Q,2012-11-01,CY2012Q3I,BKNG
8425,2012-12-31,6569742000,0001075531-13-000011,2012.0,FY,10-K,2013-02-27,,BKNG
8426,2012-12-31,6569742000,0001075531-13-000014,2012.0,FY,10-K/A,2013-02-27,,BKNG
8427,2012-12-31,6569742000,0001075531-13-000028,2013.0,Q1,10-Q,2013-05-09,,BKNG
8428,2012-12-31,6569742000,0001075531-13-000045,2013.0,Q2,10-Q,2013-08-08,,BKNG
8429,2012-12-31,6569742000,0001075531-13-000052,2013.0,Q3,10-Q,2013-11-07,,BKNG
8430,2012-12-31,6569742000,0001075531-14-000007,2013.0,FY,10-K,2014-02-20,CY2012Q4I,BKNG
8431,2013-03-31,6855127000,0001075531-13-000028,2013.0,Q1,10-Q,2013-05-09,CY2013Q1I,BKNG
8432,2013-06-30,9867371000,0001075531-13-000045,2013.0,Q2,10-Q,2013-08-08,CY2013Q2I,BKNG
8433,2013-09-30,10445655000,0001075531-13-000052,2013.0,Q3,10-Q,2013-11-07,CY2013Q3I,BKNG
8434,2013-12-31,10444460000,0001075531-14-000007,2013.0,FY,10-K,2014-02-20,,BKNG
8435,2013-12-31,10444460000,0001075531-14-000029,2014.0,Q1,10-Q,2014-05-08,,BKNG
8436,2013-12-31,10444460000,0001075531-14-000049,2014.0,Q2,10-Q,2014-08-11,,BKNG
8437,2013-12-31,10444460000,0001075531-14-000066,2014.0,Q3,10-Q,2014-11-04,,BKNG
8438,2013-12-31,10444460000,0001075531-15-000007,2014.0,FY,10-K,2015-02-19,CY2013Q4I,BKNG
8439,2014-03-31,10813684000,0001075531-14-000029,2014.0,Q1,10-Q,2014-05-08,CY2014Q1I,BKNG
8440,2014-06-30,11600323000,0001075531-14-000049,2014.0,Q2,10-Q,2014-08-11,CY2014Q2I,BKNG
8441,2014-09-30,15184380000,0001075531-14-000066,2014.0,Q3,10-Q,2014-11-04,CY2014Q3I,BKNG
8442,2014-12-31,14940563000,0001075531-15-000007,2014.0,FY,10-K,2015-02-19,,BKNG
8443,2014-12-31,14940563000,0001075531-15-000055,2015.0,Q2,10-Q,2015-08-05,,BKNG
8444,2014-12-31,14940563000,0001075531-15-000066,2015.0,Q3,10-Q,2015-11-09,,BKNG
8445,2014-12-31,14940563000,0001075531-15-000074,2015.0,Q1,10-Q,2015-12-16,,BKNG
8446,2014-12-31,14770977000,0001075531-16-000084,2015.0,FY,10-K,2016-02-17,CY2014Q4I,BKNG
8447,2015-03-31,16842492000,0001075531-15-000074,2015.0,Q1,10-Q,2015-12-16,CY2015Q1I,BKNG
8448,2015-06-30,17027346000,0001075531-15-000055,2015.0,Q2,10-Q,2015-08-05,CY2015Q2I,BKNG
8449,2015-09-30,16614770000,0001075531-15-000066,2015.0,Q3,10-Q,2015-11-09,CY2015Q3I,BKNG
8450,2015-12-31,17420575000,0001075531-16-000084,2015.0,FY,10-K,2016-02-17,,BKNG
8451,2015-12-31,17420575000,0001075531-16-000099,2016.0,Q1,10-Q,2016-05-04,,BKNG
8452,2015-12-31,17420575000,0001075531-16-000109,2016.0,Q2,10-Q,2016-08-04,,BKNG
8453,2015-12-31,17420575000,0001075531-16-000118,2016.0,Q3,10-Q,2016-11-07,,BKNG
8454,2015-12-31,17420575000,0001075531-17-000009,2016.0,FY,10-K,2017-02-27,CY2015Q4I,BKNG
8455,2016-03-31,18334546000,0001075531-16-000099,2016.0,Q1,10-Q,2016-05-04,CY2016Q1I,BKNG
8456,2016-06-30,19687170000,0001075531-16-000109,2016.0,Q2,10-Q,2016-08-04,CY2016Q2I,BKNG
8457,2016-09-30,20033784000,0001075531-16-000118,2016.0,Q3,10-Q,2016-11-07,CY2016Q3I,BKNG
8458,2016-12-31,19838973000,0001075531-17-000009,2016.0,FY,10-K,2017-02-27,,BKNG
8459,2016-12-31,19838973000,0001075531-17-000017,2017.0,Q1,10-Q,2017-05-09,,BKNG
8460,2016-12-31,19838973000,0001075531-17-000029,2017.0,Q2,10-Q,2017-08-08,,BKNG
8461,2016-12-31,19838973000,0001075531-17-000036,2017.0,Q3,10-Q,2017-11-07,,BKNG
8462,2016-12-31,19838973000,0001075531-18-000015,2017.0,FY,10-K,2018-02-27,CY2016Q4I,BKNG
8463,2017-03-31,21994252000,0001075531-17-000017,2017.0,Q1,10-Q,2017-05-09,CY2017Q1I,BKNG
8464,2017-06-30,23458323000,0001075531-17-000029,2017.0,Q2,10-Q,2017-08-08,CY2017Q2I,BKNG
8465,2017-09-30,25789111000,0001075531-17-000036,2017.0,Q3,10-Q,2017-11-07,CY2017Q3I,BKNG
8466,2017-12-31,25451263000,0001075531-18-000015,2017.0,FY,10-K,2018-02-27,,BKNG
8467,2017-12-31,25451263000,0001075531-18-000029,2018.0,Q1,10-Q,2018-05-09,,BKNG
8468,2017-12-31,25451263000,0001075531-18-000044,2018.0,Q2,10-Q,2018-08-09,,BKNG
8469,2017-12-31,25451263000,0001075531-18-000050,2018.0,Q3,10-Q,2018-11-05,,BKNG
8470,2017-12-31,25451000000,0001075531-19-000009,2018.0,FY,10-K,2019-02-27,CY2017Q4I,BKNG
8471,2018-03-31,25018960000,0001075531-18-000029,2018.0,Q1,10-Q,2018-05-09,CY2018Q1I,BKNG
8472,2018-06-30,25296253000,0001075531-18-000044,2018.0,Q2,10-Q,2018-08-09,CY2018Q2I,BKNG
8473,2018-09-30,24370476000,0001075531-18-000050,2018.0,Q3,10-Q,2018-11-05,CY2018Q3I,BKNG
8474,2018-12-31,22687000000,0001075531-19-000009,2018.0,FY,10-K,2019-02-27,,BKNG
8475,2018-12-31,22687000000,0001075531-19-000021,2019.0,Q1,10-Q,2019-05-09,,BKNG
8476,2018-12-31,22687000000,0001075531-19-000043,2019.0,Q2,10-Q,2019-08-07,,BKNG
8477,2018-12-31,22687000000,0001075531-19-000064,2019.0,Q3,10-Q,2019-11-07,,BKNG
8478,2018-12-31,22687000000,0001075531-20-000011,2019.0,FY,10-K,2020-02-26,CY2018Q4I,BKNG
8479,2019-03-31,22366000000,0001075531-19-000021,2019.0,Q1,10-Q,2019-05-09,CY2019Q1I,BKNG
8480,2019-06-30,21494000000,0001075531-19-000043,2019.0,Q2,10-Q,2019-08-07,CY2019Q2I,BKNG
8481,2019-09-30,21446000000,0001075531-19-000064,2019.0,Q3,10-Q,2019-11-07,CY2019Q3I,BKNG
8482,2019-12-31,21402000000,0001075531-20-000011,2019.0,FY,10-K,2020-02-26,,BKNG
8483,2019-12-31,21402000000,0001075531-20-000027,2020.0,Q1,10-Q,2020-05-07,,BKNG
8484,2019-12-31,21402000000,0001075531-20-000050,2020.0,Q2,10-Q,2020-08-06,,BKNG
8485,2019-12-31,21402000000,0001075531-20-000073,2020.0,Q3,10-Q,2020-11-05,,BKNG
8486,2019-12-31,21402000000,0001075531-21-000019,2020.0,FY,10-K,2021-02-24,CY2019Q4I,BKNG
8487,2020-03-31,17862000000,0001075531-20-000027,2020.0,Q1,10-Q,2020-05-07,CY2020Q1I,BKNG
8488,2020-06-30,20912000000,0001075531-20-000050,2020.0,Q2,10-Q,2020-08-06,CY2020Q2I,BKNG
8489,2020-09-30,22145000000,0001075531-20-000073,2020.0,Q3,10-Q,2020-11-05,CY2020Q3I,BKNG
8490,2020-12-31,21874000000,0001075531-21-000019,2020.0,FY,10-K,2021-02-24,,BKNG
8491,2020-12-31,21874000000,0001075531-21-000030,2021.0,Q1,10-Q,2021-05-05,,BKNG
8492,2020-12-31,21874000000,0001075531-21-000044,2021.0,Q2,10-Q,2021-08-04,,BKNG
8493,2020-12-31,21874000000,0001075531-21-000053,2021.0,Q3,10-Q,2021-11-03,,BKNG
8494,2020-12-31,21874000000,0001075531-22-000008,2021.0,FY,10-K,2022-02-23,CY2020Q4I,BKNG
8495,2021-03-31,23655000000,0001075531-21-000030,2021.0,Q1,10-Q,2021-05-05,CY2021Q1I,BKNG
8496,2021-06-30,23881000000,0001075531-21-000044,2021.0,Q2,10-Q,2021-08-04,CY2021Q2I,BKNG
8497,2021-09-30,23341000000,0001075531-21-000053,2021.0,Q3,10-Q,2021-11-03,CY2021Q3I,BKNG
8498,2021-12-31,23641000000,0001075531-22-000008,2021.0,FY,10-K,2022-02-23,,BKNG
8499,2021-12-31,23641000000,0001075531-22-000022,2022.0,Q1,10-Q,2022-05-04,,BKNG
8500,2021-12-31,23641000000,0001075531-22-000032,2022.0,Q2,10-Q,2022-08-03,,BKNG
8501,2021-12-31,23641000000,0001075531-22-000043,2022.0,Q3,10-Q,2022-11-02,,BKNG
8502,2021-12-31,23641000000,0001075531-23-000016,2022.0,FY,10-K,2023-02-23,CY2021Q4I,BKNG
8503,2022-03-31,22384000000,0001075531-22-000022,2022.0,Q1,10-Q,2022-05-04,CY2022Q1I,BKNG
8504,2022-06-30,24493000000,0001075531-22-000032,2022.0,Q2,10-Q,2022-08-03,CY2022Q2I,BKNG
8505,2022-09-30,22063000000,0001075531-22-000043,2022.0,Q3,10-Q,2022-11-02,CY2022Q3I,BKNG
8506,2022-12-31,25361000000,0001075531-23-000016,2022.0,FY,10-K,2023-02-23,,BKNG
8507,2022-12-31,25361000000,0001075531-23-000031,2023.0,Q1,10-Q,2023-05-04,,BKNG
8508,2022-12-31,25361000000,0001075531-23-000047,2023.0,Q2,10-Q,2023-08-03,,BKNG
8509,2022-12-31,25361000000,0001075531-23-000061,2023.0,Q3,10-Q,2023-11-02,,BKNG
8510,2022-12-31,25361000000,0001075531-24-000014,2023.0,FY,10-K,2024-02-22,CY2022Q4I,BKNG
8511,2023-03-31,25206000000,0001075531-23-000031,2023.0,Q1,10-Q,2023-05-04,CY2023Q1I,BKNG
8512,2023-06-30,26558000000,0001075531-23-000047,2023.0,Q2,10-Q,2023-08-03,CY2023Q2I,BKNG
8513,2023-09-30,25635000000,0001075531-23-000061,2023.0,Q3,10-Q,2023-11-02,CY2023Q3I,BKNG
8514,2023-12-31,24342000000,0001075531-24-000014,2023.0,FY,10-K,2024-02-22,,BKNG
8515,2023-12-31,24342000000,0001075531-24-000027,2024.0,Q1,10-Q,2024-05-02,CY2023Q4I,BKNG
8516,2024-03-31,27728000000,0001075531-24-000027,2024.0,Q1,10-Q,2024-05-02,CY2024Q1I,BKNG
8517,2008-12-31,51675000000,0001193125-09-167020,2009.0,Q2,10-Q,2009-08-06,,SCHW
8518,2008-12-31,51675000000,0001193125-09-224395,2009.0,Q3,10-Q,2009-11-05,,SCHW
8519,2008-12-31,51675000000,0001193125-10-040444,2009.0,FY,10-K,2010-02-25,CY2008Q4I,SCHW
8520,2009-06-30,62261000000,0001193125-09-167020,2009.0,Q2,10-Q,2009-08-06,CY2009Q2I,SCHW
8521,2009-09-30,67984000000,0001193125-09-224395,2009.0,Q3,10-Q,2009-11-05,CY2009Q3I,SCHW
8522,2009-12-31,75431000000,0001193125-10-040444,2009.0,FY,10-K,2010-02-25,,SCHW
8523,2009-12-31,75431000000,0001193125-10-112442,2010.0,Q1,10-Q,2010-05-07,,SCHW
8524,2009-12-31,75431000000,0001193125-10-188617,2010.0,Q2,10-Q/A,2010-08-13,,SCHW
8525,2009-12-31,75431000000,0001193125-10-252000,2010.0,Q3,10-Q,2010-11-08,,SCHW
8526,2009-12-31,75431000000,0001193125-11-046932,2010.0,FY,10-K,2011-02-25,CY2009Q4I,SCHW
8527,2010-03-31,78337000000,0001193125-10-112442,2010.0,Q1,10-Q,2010-05-07,CY2010Q1I,SCHW
8528,2010-06-30,82295000000,0001193125-10-188617,2010.0,Q2,10-Q/A,2010-08-13,CY2010Q2I,SCHW
8529,2010-09-30,87298000000,0001193125-10-252000,2010.0,Q3,10-Q,2010-11-08,CY2010Q3I,SCHW
8530,2010-12-31,92568000000,0001193125-11-046932,2010.0,FY,10-K,2011-02-25,,SCHW
8531,2010-12-31,92568000000,0001193125-11-130249,2011.0,Q1,10-Q,2011-05-06,,SCHW
8532,2010-12-31,92568000000,0001193125-11-211971,2011.0,Q2,10-Q,2011-08-05,,SCHW
8533,2010-12-31,92568000000,0001193125-11-299704,2011.0,Q3,10-Q,2011-11-07,,SCHW
8534,2010-12-31,92568000000,0001193125-12-077926,2011.0,FY,10-K,2012-02-24,CY2010Q4I,SCHW
8535,2011-03-31,94883000000,0001193125-11-130249,2011.0,Q1,10-Q,2011-05-06,CY2011Q1I,SCHW
8536,2011-06-30,97572000000,0001193125-11-211971,2011.0,Q2,10-Q,2011-08-05,CY2011Q2I,SCHW
8537,2011-09-30,102906000000,0001193125-11-299704,2011.0,Q3,10-Q,2011-11-07,CY2011Q3I,SCHW
8538,2011-12-31,108553000000,0001193125-12-077926,2011.0,FY,10-K,2012-02-24,,SCHW
8539,2011-12-31,108553000000,0001193125-12-214602,2012.0,Q1,10-Q,2012-05-07,,SCHW
8540,2011-12-31,108553000000,0001193125-12-337436,2012.0,Q2,10-Q,2012-08-06,,SCHW
8541,2011-12-31,108553000000,0001193125-12-453877,2012.0,Q3,10-Q,2012-11-06,,SCHW
8542,2011-12-31,108553000000,0001193125-13-071646,2012.0,FY,10-K,2013-02-22,,SCHW
8543,2011-12-31,108553000000,0001193125-13-268973,2012.0,FY,8-K,2013-06-24,CY2011Q4I,SCHW
8544,2012-03-31,111482000000,0001193125-12-214602,2012.0,Q1,10-Q,2012-05-07,CY2012Q1I,SCHW
8545,2012-06-30,111816000000,0001193125-12-337436,2012.0,Q2,10-Q,2012-08-06,CY2012Q2I,SCHW
8546,2012-09-30,117658000000,0001193125-12-453877,2012.0,Q3,10-Q,2012-11-06,CY2012Q3I,SCHW
8547,2012-12-31,133637000000,0001193125-13-071646,2012.0,FY,10-K,2013-02-22,,SCHW
8548,2012-12-31,133637000000,0001193125-13-203772,2013.0,Q1,10-Q,2013-05-07,,SCHW
8549,2012-12-31,133637000000,0001193125-13-268973,2012.0,FY,8-K,2013-06-24,,SCHW
8550,2012-12-31,133637000000,0000316709-13-000013,2013.0,Q2,10-Q,2013-08-06,,SCHW
8551,2012-12-31,133637000000,0000316709-13-000020,2013.0,Q3,10-Q,2013-11-06,,SCHW
8552,2012-12-31,133637000000,0000316709-14-000005,2013.0,FY,10-K,2014-02-24,CY2012Q4I,SCHW
8553,2013-03-31,133324000000,0001193125-13-203772,2013.0,Q1,10-Q,2013-05-07,CY2013Q1I,SCHW
8554,2013-06-30,135907000000,0000316709-13-000013,2013.0,Q2,10-Q,2013-08-06,CY2013Q2I,SCHW
8555,2013-09-30,140211000000,0000316709-13-000020,2013.0,Q3,10-Q,2013-11-06,CY2013Q3I,SCHW
8556,2013-12-31,143642000000,0000316709-14-000005,2013.0,FY,10-K,2014-02-24,,SCHW
8557,2013-12-31,143642000000,0000316709-14-000012,2014.0,Q1,10-Q,2014-05-07,,SCHW
8558,2013-12-31,143642000000,0000316709-14-000024,2014.0,Q2,10-Q,2014-08-07,,SCHW
8559,2013-12-31,143642000000,0000316709-14-000039,2014.0,Q3,10-Q,2014-11-06,,SCHW
8560,2013-12-31,143642000000,0000316709-15-000014,2014.0,FY,10-K,2015-02-23,CY2013Q4I,SCHW
8561,2014-03-31,144066000000,0000316709-14-000012,2014.0,Q1,10-Q,2014-05-07,CY2014Q1I,SCHW
8562,2014-06-30,143401000000,0000316709-14-000024,2014.0,Q2,10-Q,2014-08-07,CY2014Q2I,SCHW
8563,2014-09-30,147444000000,0000316709-14-000039,2014.0,Q3,10-Q,2014-11-06,CY2014Q3I,SCHW
8564,2014-12-31,154642000000,0000316709-15-000014,2014.0,FY,10-K,2015-02-23,,SCHW
8565,2014-12-31,154642000000,0000316709-15-000023,2015.0,Q1,10-Q,2015-05-07,,SCHW
